x y z roll pitch yaw
31.642594 0.371812 85.025629 177.290790 84.888286 -175.273796
32.592636 0.481975 84.752891 -175.137641 84.900527 177.299593
33.583358 0.443567 84.668426 -174.777074 84.558028 177.211111
34.573343 0.348053 84.610996 -173.020817 84.067504 175.697314
35.574412 0.392554 84.547932 -168.762964 83.789494 171.468211
36.574432 0.371513 84.435958 -167.733094 83.606493 170.424877
37.560443 0.387693 84.224589 -164.203185 83.762058 167.189812
38.549341 0.332427 84.423152 -163.984210 82.795950 166.977076
39.542540 0.279577 84.208674 -163.720218 82.785202 167.088093
40.543292 0.282002 83.982125 -162.449701 83.168983 166.118595
41.543333 0.321266 83.752403 -162.187409 82.901144 165.576069
42.553901 0.288507 83.572433 -161.038292 82.852263 164.443413
43.576917 0.178482 83.627743 -161.642713 82.392595 165.394141
44.599209 0.010554 83.561912 -162.699025 82.229651 166.574132
45.631703 -0.052138 83.432229 -161.946707 81.934290 165.895914
46.673553 -0.074571 83.359992 -160.738981 81.615805 164.319610
47.720820 -0.148311 83.308362 -161.079158 81.287605 164.472482
48.766507 -0.151469 83.169780 -161.603433 81.075570 165.072352
49.819794 -0.170252 82.999531 -163.611630 80.854956 166.737277
50.871452 -0.220336 82.834196 -165.256771 80.904689 168.301107
51.907440 -0.306557 82.588880 -165.238915 81.081989 168.719362
52.973263 -0.307109 82.517853 -163.235297 80.680942 166.776330
54.043757 -0.266963 82.524234 -161.830399 80.242582 165.329103
55.124961 -0.286016 82.531010 -162.691173 79.530582 165.788880
56.207096 -0.364526 82.514959 -163.439450 79.256659 166.000640
57.285379 -0.402230 82.383906 -163.402225 79.021824 165.583510
58.352767 -0.409045 82.174124 -162.419907 78.784917 164.281977
59.383083 -0.544974 81.830306 -162.609108 79.489370 164.303733
60.483327 -0.571654 81.767322 -163.266110 79.074889 164.402223
61.582577 -0.647849 81.573907 -165.309599 79.179126 166.474989
62.683576 -0.647023 81.399524 -166.629428 79.192042 168.020142
63.800392 -0.668915 81.296979 -168.576752 78.824124 170.251659
64.872806 -0.662759 80.995764 -166.530756 78.910568 168.731243
65.977772 -0.705636 80.844877 -165.913533 78.389764 168.235453
67.018443 -0.803659 80.441040 -163.735948 78.977552 166.128135
67.976471 -0.828028 79.851656 -160.999071 79.521791 163.624274
69.093567 -0.842795 79.646443 -160.946384 79.672287 163.608609
70.210761 -0.897347 79.407982 -161.161662 79.993590 163.877664
71.334372 -0.915929 79.177858 -161.200329 80.271924 163.889479
72.469198 -0.950466 79.047519 -161.429898 80.232198 163.830439
73.574843 -1.090422 78.774637 -160.696059 80.340226 163.100435
74.714686 -1.082335 78.620567 -159.169175 80.107661 161.565476
75.848743 -1.044187 78.369630 -156.253456 80.169218 158.966724
76.988665 -1.145151 78.108882 -156.802502 81.153495 159.294795
78.139236 -1.224741 77.918552 -157.456028 81.197543 159.919817
79.292562 -1.192290 78.099241 -156.767640 80.189739 159.116218
80.461394 -1.207589 78.017538 -155.359798 80.025308 157.715533
81.623594 -1.291447 77.797227 -156.139125 79.952161 158.394749
82.782404 -1.373835 77.642772 -157.720806 79.998900 159.746421
83.943493 -1.427426 77.477148 -158.300613 79.753128 160.165042
85.087226 -1.621406 77.699522 -160.561269 79.082575 162.973278
86.174412 -1.510594 77.240461 -157.679530 79.350782 159.095204
87.357515 -1.436960 77.065557 -155.463438 79.279277 156.736040
88.538190 -1.632199 77.015142 -156.857431 78.976693 158.221062
89.724724 -1.805007 76.790053 -158.495724 79.396227 159.974410
90.931168 -1.887508 76.599651 -158.482828 79.487895 159.546404
92.133312 -2.027475 76.414247 -159.777664 79.595947 160.897593
93.338446 -2.144037 76.189103 -160.700277 79.915430 161.656806
94.524890 -2.200832 75.861681 -158.300872 80.422489 159.685540
95.758796 -2.253334 75.764288 -158.806489 80.181237 159.905206
96.993909 -2.310209 75.678497 -159.845712 79.701470 160.729847
98.204722 -2.416683 75.427214 -159.185277 79.785707 159.666437
99.440108 -2.504841 75.262787 -160.242309 79.623441 160.339907
100.683576 -2.547646 75.101459 -159.561692 79.438429 159.807855
101.921751 -2.577417 74.881501 -159.560123 79.253122 159.796983
103.023642 -2.683003 74.286805 -158.470514 79.972776 158.266053
104.251860 -2.866333 74.079570 -160.038967 80.016223 159.463480
105.484592 -3.000996 73.860548 -161.190477 79.760917 160.690470
106.721951 -3.138233 73.666135 -164.670271 79.791226 163.914198
107.936826 -3.288722 73.403764 -165.076917 79.482731 164.606199
109.164393 -3.437418 73.337467 -166.479668 78.455261 165.691592
110.379958 -3.503770 73.056466 -165.740211 78.086660 164.753333
111.593668 -3.582830 72.824183 -167.284430 77.553127 166.444811
112.763215 -3.758609 72.433374 -169.663729 77.770365 168.299944
113.996510 -3.797264 72.309085 -170.267028 76.547081 168.176307
115.205411 -3.895635 72.042145 -171.521239 75.361641 169.316989
116.389325 -3.919690 71.682390 -172.089812 74.716423 170.109126
117.613494 -4.003639 71.571833 -172.380837 73.236278 170.123534
118.733392 -4.062756 71.089740 -171.485810 72.711626 169.173065
119.890245 -4.109596 70.723875 -170.461113 71.581354 168.427658
121.024580 -4.121444 70.280874 -170.374221 70.787228 167.956593
122.206191 -4.196085 69.952268 -171.941475 69.682443 169.064054
123.365880 -4.345498 69.585301 -173.745862 68.560869 170.748560
124.496374 -4.488635 69.161862 -173.939756 67.586152 171.024831
125.583685 -4.524093 68.626235 -173.260195 66.940586 170.389346
126.669826 -4.586572 68.104499 -172.886529 65.927058 170.139401
127.819594 -4.603311 67.731622 -173.013085 64.805649 170.258426
128.906347 -4.714753 67.222004 -173.862945 64.185267 170.697282
129.943395 -4.715769 66.611372 -173.282608 63.618429 170.203768
131.014861 -4.756675 66.084186 -172.849103 62.356982 169.601499
132.051808 -4.874908 65.512695 -172.820796 61.567537 169.357339
132.692167 -4.956484 64.503727 -172.201386 62.016100 168.577193
133.701704 -4.995177 63.863140 -171.886798 61.255511 168.080958
134.777350 -5.061715 63.333373 -172.101626 59.950054 167.798078
135.800887 -5.152265 62.706725 -171.919856 58.863158 167.507356
136.891616 -5.376327 62.218275 -173.016539 57.513738 168.651522
137.953687 -5.488539 61.629038 -173.725807 55.888619 169.427085
139.088564 -5.769983 61.266094 -174.936955 53.755920 170.731983
140.017523 -5.792097 60.472555 -174.467329 52.715479 170.276274
140.975301 -5.940715 59.713689 -174.528401 51.639797 170.805998
141.838348 -6.081052 58.840771 -174.860024 51.235045 170.990865
142.801366 -6.236063 58.083410 -175.137235 50.218641 171.386636
143.780891 -6.433268 57.339242 -175.732315 48.892922 172.169814
144.695442 -6.603986 56.506934 -176.603137 48.034690 172.826923
145.649763 -6.711376 55.706403 -176.731067 46.612615 172.924929
146.530311 -6.903310 54.828835 -177.058972 45.424708 173.326739
147.650643 -6.946538 54.268586 -177.349237 43.680558 173.095633
148.333069 -7.004722 53.212135 -177.236091 42.942124 172.755326
148.437599 -6.997158 51.947130 -177.353382 43.398682 172.319953
149.483307 -7.096253 51.223394 -178.057302 41.696145 172.654371
150.526258 -7.155232 50.487876 -178.619093 39.722616 172.498322
151.283762 -7.264983 49.462624 -178.659617 38.306372 172.491693
151.996544 -7.266343 48.398027 -179.098284 36.775181 172.024222
152.713676 -7.479129 47.330344 -179.443865 35.433220 172.487366
153.435264 -7.614734 46.249378 -179.214609 33.933395 172.162581
154.081229 -7.704653 45.117254 -179.362738 32.275577 172.232262
154.755307 -7.804890 43.998185 -179.475282 30.694229 172.187784
155.647042 -8.047109 43.079981 -179.193622 29.101552 172.218228
156.329179 -8.186948 41.990257 -179.364103 27.356047 171.983080
156.890310 -8.283970 40.822820 -179.439764 25.909144 171.729188
157.798334 -8.583008 39.949882 -179.436797 24.019960 172.239396
158.520776 -8.772608 38.886863 -179.448269 22.372599 172.181961
159.415622 -9.016716 37.990571 -179.199846 20.249504 172.048724
159.654743 -9.095099 36.720647 -179.315018 19.543185 171.651443
159.780695 -8.023650 36.001103 -177.575337 18.510626 163.079689
160.268508 -8.359521 34.848747 -177.809309 17.091890 162.882472
160.792758 -8.688187 33.712216 -177.966079 15.850398 162.842885
161.196161 -9.065757 32.542897 -178.343677 15.124043 162.950470
161.728971 -9.343521 31.392558 -178.699999 13.700009 163.098058
162.042476 -9.653066 30.167304 -178.784275 13.234448 163.118428
162.389739 -10.080338 28.988377 -179.033933 12.300689 163.601820
162.855259 -10.514640 27.863130 -179.167992 11.458401 163.701023
163.303420 -10.848462 26.697028 -179.271056 10.295263 163.430305
163.638098 -11.201213 25.502734 -179.144934 9.919900 163.443171
164.039081 -11.739836 24.391896 -179.117490 9.378028 163.883074
164.535471 -11.946558 23.212994 -179.044550 8.611213 163.632937
164.146293 -11.046512 22.365902 -176.849529 13.112130 151.754445
164.357037 -11.587333 21.211635 -177.585691 13.268198 151.373783
164.571145 -12.245548 20.125691 -177.741649 13.262733 151.449791
164.909908 -12.917990 19.076746 -177.352278 12.920296 151.644552
164.913410 -13.440258 17.896409 -176.796874 14.113301 150.738791
165.249023 -13.934333 16.751610 -176.781958 14.285908 150.058299
164.535641 -14.633408 15.948885 -177.510141 22.515426 151.609785
164.991824 -15.217314 14.921532 -177.440496 22.761633 151.618120
165.481548 -15.812410 13.908600 -177.308743 22.821561 151.907534
165.941027 -16.341903 12.856578 -177.108507 23.130888 151.792447
166.480996 -16.901252 11.852658 -177.435742 23.171024 151.857368
166.932244 -17.530694 10.842214 -178.247254 23.718475 151.811726
167.386199 -18.089651 9.787255 -178.212587 24.343608 152.242241
167.658838 -18.648963 8.676593 -178.308140 25.661856 152.232469
168.110016 -19.164483 7.609627 -177.871573 26.580830 152.056026
168.651808 -19.709219 6.600284 -177.309186 27.183800 152.371711
167.972611 -20.370669 5.766976 -178.078727 32.888124 153.139012
168.348691 -20.982108 4.715483 -177.590914 34.853036 153.368010
169.164823 -21.442754 3.850140 -177.299925 35.213463 153.427069
169.972631 -21.967604 3.016704 -178.044050 35.668254 152.998341
171.205841 -22.169386 2.741547 -178.797159 33.664952 152.506795
171.760876 -22.618892 1.679142 -178.790503 35.373418 151.828169
172.295681 -23.217057 0.674778 -179.380273 36.864665 151.537691
172.871460 -23.892641 -0.244744 179.840333 38.224861 151.380591
173.687549 -24.413412 -1.076589 179.239466 39.108188 151.426776
174.527904 -24.871730 -1.915600 179.274314 40.102472 151.429802
175.381904 -25.312186 -2.732897 179.341969 40.904623 151.302437
176.142137 -25.842828 -3.582115 179.673740 42.376673 151.762352
176.952036 -26.328279 -4.397868 179.877798 43.640210 151.858430
177.373244 -26.969938 -5.376357 179.901279 46.754691 152.524539
178.286907 -27.414191 -6.082423 179.648857 47.749718 152.988710
179.337664 -27.845580 -6.577623 179.300395 48.263152 153.042773
179.429755 -28.155233 -7.771281 -174.835213 59.543288 146.907221
179.806359 -29.311434 -7.977947 166.136429 64.985870 164.586156
180.956493 -29.392523 -8.406436 166.158454 65.886083 164.909109
182.014708 -29.689916 -8.932867 164.329282 67.874324 167.006507
183.132446 -29.778011 -9.361273 163.714394 69.336238 168.098237
184.307946 -29.627622 -9.556353 163.839193 69.966580 167.481967
185.441144 -29.665641 -9.938700 162.680171 71.568700 169.404772
186.541653 -29.786693 -10.396798 161.796891 73.207896 169.911787
187.676735 -29.918019 -10.726102 159.657643 74.781331 171.898347
188.854447 -30.009297 -10.824470 157.415951 75.069888 174.513442
189.983101 -30.156721 -11.136993 152.232994 77.129204 179.222268
191.122084 -30.192909 -11.442822 147.257965 78.915828 -176.209144
192.196935 -30.374639 -11.838314 134.081734 81.199782 -162.755234
193.356258 -30.439989 -11.986908 121.866337 81.982929 -149.586472
194.518908 -30.411031 -12.126264 108.094491 82.577062 -135.426573
195.544843 -30.309823 -12.695257 58.136542 83.197383 -84.833796
196.366418 -29.945260 -11.933339 53.772928 82.648521 -80.496888
197.529436 -29.976087 -11.979492 45.081349 81.550465 -71.809931
198.576923 -29.593118 -11.629322 40.084309 80.538555 -66.452421
199.709842 -29.445583 -11.375743 34.447394 79.035379 -60.725420
200.839282 -29.297309 -11.155633 30.734034 77.191469 -56.576402
201.492538 -28.324456 -11.182452 24.223121 76.278209 -49.627060
202.567836 -28.205082 -11.633003 13.191758 70.205533 -37.762605
203.685325 -27.939097 -11.344892 11.940452 68.143489 -36.456593
204.546441 -27.576757 -10.627570 11.995999 66.795150 -36.416322
205.664204 -27.795800 -10.802760 10.750713 61.402610 -35.468262
206.562210 -27.346792 -10.211312 9.313037 60.020609 -34.360224
207.574404 -26.979272 -9.774614 9.388813 57.037810 -33.577142
208.493034 -26.524114 -9.260034 7.368415 54.859234 -31.793920
209.658068 -26.631599 -9.243285 6.833013 51.392168 -31.496665
210.384696 -26.096727 -8.511153 6.549501 49.580245 -30.972178
211.230220 -25.758085 -7.787912 6.978940 47.937522 -31.010158
212.341587 -26.060856 -7.927424 6.693427 37.485734 -32.229648
213.071652 -25.544053 -7.197522 7.103049 35.392650 -32.012596
213.747827 -25.064843 -6.373159 7.128650 33.671404 -31.808703
214.266861 -24.530152 -5.471538 7.222791 32.307255 -31.707276
214.806629 -24.036068 -4.556540 7.270685 31.023813 -31.629669
215.332178 -23.405515 -3.706316 6.609765 29.515111 -30.775929
216.150624 -22.812163 -3.094721 5.572116 25.754172 -29.155999
216.542909 -22.317395 -2.089475 6.045521 24.061766 -29.069284
217.089147 -21.744857 -1.201192 6.092079 22.115490 -28.507255
217.498723 -21.247385 -0.210141 6.367786 20.426617 -28.247494
217.876076 -20.742374 0.805951 6.744797 18.936744 -28.180697
218.176316 -20.187300 1.826067 6.808282 17.495302 -28.021545
218.469727 -19.742065 2.885627 7.105669 15.792241 -27.772512
218.769865 -19.157839 3.889927 6.875608 14.077970 -27.196891
219.092760 -18.680324 4.933318 7.045652 11.963980 -27.062268
219.686380 -18.317841 5.931954 7.328346 9.466214 -27.095886
219.980807 -17.841396 7.014376 7.231932 7.300016 -27.050868
220.540866 -17.457923 8.017350 7.488604 4.442663 -27.071231
220.568462 -16.941509 9.122990 7.579597 3.168823 -26.970915
220.608741 -16.399915 10.221733 7.957249 1.850816 -26.974661
220.607657 -15.885732 11.329037 8.120179 0.515091 -26.997790
220.568155 -15.317670 12.418258 8.537000 -0.830836 -26.953723
220.466194 -14.764480 13.511728 8.694696 -2.060295 -26.710029
220.243917 -14.213672 14.593750 8.806224 -2.880175 -26.456433
220.137933 -13.544215 15.629301 8.175239 -3.988779 -25.654106
219.998832 -12.999365 16.730886 8.212449 -4.941382 -25.519060
219.795771 -12.477050 17.847642 7.911559 -5.732164 -25.395801
219.555937 -12.006566 18.978383 8.178961 -6.299953 -25.665439
219.366961 -11.556629 20.126325 8.232048 -7.404974 -25.814420
219.133883 -11.033082 21.235373 8.268744 -8.330449 -25.421498
219.541655 -10.686881 22.370733 7.733925 -11.614263 -25.685606
219.010522 -10.267800 23.435551 7.741148 -12.068889 -25.834916
217.972331 -10.196196 24.155442 7.557718 -9.329380 -26.840854
217.800744 -9.544401 25.233040 7.356280 -10.434313 -26.529581
217.538146 -9.010199 26.359220 7.578079 -11.168443 -26.456734
217.252138 -8.446760 27.475232 8.037682 -11.901041 -26.236889
216.812143 -7.991535 28.593943 7.968069 -12.267958 -26.329054
216.469492 -7.454434 29.720603 8.020899 -12.761497 -26.263525
216.141852 -6.873063 30.840044 8.137619 -13.354863 -25.968842
215.001904 -6.483521 31.322928 7.638547 -11.327109 -25.339869
214.800778 -5.856061 32.456605 8.017302 -12.041216 -25.195773
214.513586 -5.354232 33.636648 7.724151 -12.252152 -25.391293
214.513586 -5.354232 33.636648 7.724151 -12.252152 -25.391293
214.231208 -4.842555 34.822216 7.802516 -12.745019 -25.734977
213.807935 -4.351136 35.978895 7.801595 -12.561358 -26.034925
213.523662 -3.801499 37.158074 7.402655 -12.712096 -25.924356
213.224062 -3.243386 38.328939 7.546644 -12.951382 -25.913026
212.969260 -2.668012 39.506372 8.335405 -13.390829 -26.014894
213.062004 -1.902879 40.601257 8.515377 -16.044140 -24.679600
212.683509 -1.314811 41.744109 8.699342 -16.488612 -24.350531
212.245511 -0.844727 42.921728 8.216842 -16.434681 -24.536933
211.824556 -0.198229 44.015822 7.589942 -16.410363 -23.862476
211.285707 0.167893 45.189462 7.204803 -16.371837 -24.069142
210.603836 0.535963 46.279709 7.335276 -15.953813 -24.185178
210.031727 0.824898 47.449535 7.351215 -15.780435 -24.446844
209.551332 1.307958 48.603331 7.207589 -15.527861 -24.439515
209.181918 1.812236 49.782317 7.158217 -15.390460 -24.414475
208.682315 0.952789 50.674853 6.203427 -14.653195 -26.927923
208.145081 1.584107 51.719001 6.383753 -14.229740 -26.847334
207.822625 2.216998 52.851423 5.983728 -14.169944 -26.850857
207.679406 2.782171 54.054365 6.370631 -14.669963 -27.136359
207.377774 3.368591 55.219427 6.629663 -14.753738 -27.135050
207.902549 3.997399 56.273835 6.807850 -16.987085 -26.755685
207.351524 4.543483 57.363847 6.506371 -16.667539 -26.505493
206.804896 5.090476 58.469638 6.485257 -16.338501 -26.507602
206.435170 5.550437 59.686091 6.505550 -16.288324 -27.082862
206.022083 6.127214 60.842877 6.372977 -16.303849 -27.098942
205.640710 6.699725 62.013199 6.207272 -16.314103 -27.117435
205.428710 7.314495 63.198883 6.146684 -16.951649 -27.059151
205.067689 7.860714 64.389201 6.143033 -16.909805 -27.295559
204.736490 8.480594 65.535799 6.413634 -17.233152 -27.308454
204.360983 9.048097 66.701314 6.354662 -17.107328 -27.438979
204.042252 9.802359 67.784238 7.118210 -17.553897 -26.626255
203.668074 10.410018 68.953151 7.207289 -17.847009 -26.950181
203.227736 10.976866 70.125044 7.019407 -17.921765 -27.451212
203.041212 11.574880 71.344334 6.451646 -18.596594 -27.352148
202.758836 12.172934 72.543425 6.639001 -19.050615 -27.349900
202.905637 12.569619 73.855184 6.356759 -19.812413 -27.671101
202.415023 13.157435 74.988170 6.593010 -19.663748 -27.793584
202.008644 13.753148 76.153740 6.559505 -19.714801 -28.039325
201.525878 14.273502 77.316528 6.918279 -19.637840 -28.542589
200.324607 14.552209 77.851738 6.811874 -18.315218 -28.464039
199.991292 15.208321 78.967564 7.025443 -18.940703 -28.353319
199.768660 15.765955 80.155574 6.849466 -19.608814 -28.645087
199.126156 16.337440 81.166149 6.381457 -19.475036 -28.806996
198.735555 16.881238 82.303898 6.225590 -19.824229 -28.826717
198.373159 17.419756 83.446079 6.561408 -20.155535 -29.046733
197.813387 18.020045 84.463396 6.231318 -19.940771 -28.974905
197.330710 18.599768 85.514282 6.512778 -19.856986 -28.696491
196.860605 19.087081 86.607240 6.784790 -20.137881 -28.730576
196.483045 19.740856 87.636724 6.853286 -20.673712 -28.461361
195.989465 20.224543 88.703841 6.610829 -20.766491 -28.747705
195.425209 20.737708 89.692891 6.380237 -20.614872 -28.518538
195.600558 21.231469 90.825312 5.875824 -22.999033 -28.243065
195.047895 21.762948 91.782516 5.611994 -22.666232 -27.655202
194.541183 22.240765 92.790914 5.089058 -22.255493 -27.620409
194.143458 22.761533 93.818723 4.924807 -22.034125 -27.617903
193.863144 23.327453 94.853820 4.567899 -21.971661 -27.478746
193.604710 23.832671 95.925561 4.242315 -21.800864 -27.590329
193.051751 24.204475 96.929634 3.677120 -21.074114 -27.826098
192.714039 24.729364 97.960841 3.318442 -20.814180 -27.881385
192.954313 25.264774 99.009946 3.201688 -22.405209 -28.023765
192.549215 25.799792 100.008163 3.307058 -21.927117 -28.029233
192.154577 26.416532 100.962431 3.338371 -21.107832 -27.707648
191.836537 27.005391 101.960085 3.245385 -20.431375 -27.490995
191.497010 27.524023 102.985955 2.946012 -19.879103 -27.567358
191.131032 28.076279 103.984339 2.905734 -18.815300 -27.249836
190.785565 28.638807 104.977253 2.781553 -17.632815 -27.036414
190.401454 29.143768 105.993403 2.550771 -16.414503 -27.134019
190.157307 29.709304 107.015705 2.599249 -15.280712 -27.139790
189.819088 30.211366 108.033853 2.163136 -13.802742 -27.268588
189.444139 30.719287 109.035232 1.782173 -12.140391 -27.193014
189.108228 31.093617 110.091051 1.835944 -10.030382 -27.645296
189.031398 31.639843 111.125002 1.885208 -8.715659 -27.467664
188.844525 32.223310 112.119490 1.771578 -6.728881 -27.126166
188.653964 32.746657 113.128330 1.213480 -4.772127 -27.150912
188.633634 33.248376 114.169129 1.034238 -3.053137 -27.273980
188.606798 33.760412 115.186441 1.162308 -1.134400 -27.529410
188.556131 34.304025 116.193544 0.895466 1.042700 -27.487804
188.533262 34.835613 117.200755 0.490505 3.555194 -27.451594
188.725415 35.316212 118.184539 0.285358 5.179426 -27.384048
188.994453 35.652636 119.214385 -0.548347 6.739652 -27.549551
189.158599 36.160713 120.202270 -0.841318 8.697826 -27.589967
189.243535 36.689163 121.155980 -0.847662 11.305433 -27.584324
189.476106 37.166674 122.128766 -0.918142 13.682036 -27.811816
189.770218 37.617544 123.069656 -1.355134 15.450983 -27.672109
189.669670 38.031953 124.076040 -1.500041 18.926666 -27.708494
190.088697 38.615373 124.902716 -1.506845 20.789529 -27.011800
190.384927 39.142078 125.788342 -1.502044 23.281332 -26.764628
190.919861 39.595092 126.626964 -1.805360 25.360260 -26.737738
191.309054 40.005351 127.557993 -2.056675 28.040293 -26.892439
191.950951 40.405659 128.310214 -2.121599 29.602552 -26.797909
192.489730 40.805693 129.159055 -2.092967 31.765622 -26.722081
193.110688 41.232144 129.930295 -2.851336 33.778854 -25.929071
193.765607 41.604169 130.727583 -3.329427 35.707899 -25.529961
194.357677 42.030387 131.544871 -3.745225 37.774957 -25.121222
195.003701 42.424913 132.311733 -4.141064 39.758975 -24.950689
195.714687 42.771793 133.062601 -4.087098 41.918358 -25.130357
196.573578 43.038291 133.676741 -4.156260 43.492891 -25.022669
196.983693 43.471757 134.545573 -4.640997 46.688664 -24.355913
197.898622 43.512838 135.099609 -4.802095 48.462266 -24.406519
198.668795 43.859373 135.720580 -5.598552 51.097687 -23.670292
